Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
35,No,Travel_Frequently,987.0,Research & Development,1.0,3,Medical,1,734,4,Male,36,4,1,Manufacturing Director,2,Married,1610,11495,2.0,Y,No,16,4,3,80,1,12,4,3,5,1,5,2
40,No,Travel_Rarely,1002.0,Sales,11.0,1,Medical,1,735,3,Male,68,3,3,Laboratory Technician,3,Divorced,9810,22620,,Y,No,15,3,1,80,0,8,2,3,0,0,0,0
38,No,Travel_Rarely,1472.0,Research & Development,2.0,4,Life Sciences,1,736,2,Male,52,3,2,Laboratory Technician,1,Divorced,9532,18327,3.0,Y,Yes,16,3,3,80,0,7,3,3,6,6,0,6
44,No,Non-Travel,182.0,Research & Development,8.0,1,Medical,1,737,3,Male,78,3,3,Sales Executive,3,Married,11209,8698,5.0,Y,No,11,4,3,80,2,9,3,2,0,0,0,0
44,No,Travel_Rarely,1381.0,Sales,9.0,3,Other,1,738,4,Female,71,4,2,Research Scientist,1,Divorced,8561,16182,3.0,Y,No,22,3,4,80,1,7,2,3,3,2,1,3
22,No,Travel_Frequently,1274.0,Research & Development,4.0,4,Marketing,1,739,4,Male,85,2,1,Healthcare Representative,3,Divorced,4939,2138,2.0,Y,No,21,3,3,80,3,4,2,4,1,1,1,1
18,Yes,Travel_Rarely,395.0,Research & Development,20.0,3,Medical,1,740,1,Male,73,3,1,Laboratory Technician,4,Married,8645,26088,3.0,Y,No,11,3,3,80,0,0,2,2,0,0,0,0
46,No,Travel_Rarely,1245.0,Research & Development,6.0,3,Life Sciences,1,741,4,Male,43,2,2,Laboratory Technician,2,Married,7125,15807,2.0,Y,No,17,3,1,80,1,2,2,3,1,1,1,1
48,No,Travel_Rarely,1279.0,Sales,13.0,3,Technical Degree,1,742,3,Female,76,4,3,Sales Executive,3,Married,13989,14569,1.0,Y,Yes,11,3,3,80,1,5,5,3,2,2,0,2
28,No,Travel_Rarely,262.0,Sales,11.0,2,Life Sciences,1,743,1,Male,88,3,1,Manufacturing Director,2,Divorced,4940,10397,1.0,Y,No,15,4,3,80,0,7,3,3,5,5,1,2
20,No,Travel_Rarely,131.0,Sales,7.0,3,Technical Degree,1,744,1,Male,99,2,1,Research Scientist,3,Married,7749,7618,2.0,Y,No,11,3,4,80,1,2,4,3,2,2,1,2
38,No,Travel_Frequently,1025.0,Research & Development,2.0,4,Life Sciences,1,745,1,Female,79,3,2,Sales Executive,2,Divorced,5695,10279,2.0,Y,No,14,3,3,80,2,9,4,2,6,6,2,5
45,No,Travel_Rarely,925.0,Research & Development,1.0,5,Medical,1,746,3,Male,58,3,4,Research Director,3,Divorced,14632,13493,4.0,Y,Yes,13,4,4,80,1,6,0,3,2,2,2,2
53,No,Travel_Frequently,1307.0,Research & Development,1.0,3,Marketing,1,747,2,Female,65,1,4,Laboratory Technician,4,Divorced,13591,12698,2.0,Y,No,19,3,4,80,1,9,3,2,9,0,2,0
42,No,Travel_Rarely,1401.0,Research & Development,6.0,3,Medical,1,748,1,Female,39,4,2,Laboratory Technician,4,Single,8151,12420,1.0,Y,Yes,21,3,2,80,1,14,3,3,10,4,2,5
34,Yes,Travel_Rarely,247.0,Sales,4.0,4,Life Sciences,1,749,2,Male,74,3,2,Human Resources,4,Married,10100,14746,1.0,Y,No,21,4,1,80,1,4,4,1,3,1,3,3
29,Yes,Non-Travel,1442.0,Research & Development,1.0,3,Technical Degree,1,750,4,Male,39,1,1,Research Scientist,2,Married,5381,13762,,Y,No,19,3,4,80,1,7,6,3,5,3,1,1
37,No,Travel_Rarely,1293.0,Research & Development,1.0,2,Life Sciences,1,751,3,Female,48,4,3,Research Director,1,Divorced,13296,9814,2.0,Y,No,15,3,4,80,1,19,2,3,16,1,0,1
34,No,Travel_Rarely,944.0,Research & Development,3.0,2,Life Sciences,1,752,3,Female,65,2,1,Manufacturing Director,1,Divorced,3493,16564,3.0,Y,No,16,3,4,80,1,9,3,3,6,2,1,2
28,No,Non-Travel,606.0,Research & Development,1.0,2,Medical,1,753,4,Male,63,1,1,Manufacturing Director,4,Married,3218,8225,2.0,Y,Yes,16,3,3,80,1,7,2,2,4,1,1,4
55,No,Travel_Rarely,983.0,Research & Development,2.0,3,Medical,1,754,1,Male,56,3,3,Research Scientist,1,Married,11128,25704,3.0,Y,No,11,4,4,80,3,16,5,3,3,3,0,1
53,No,Travel_Rarely,890.0,Research & Development,3.0,2,Medical,1,755,4,Male,75,2,2,Sales Executive,4,Single,7830,18708,2.0,Y,No,19,3,1,80,2,15,2,3,6,6,2,6
47,No,Travel_Rarely,646.0,Research & Development,1.0,1,Life Sciences,1,756,1,Male,93,3,3,Laboratory Technician,4,Divorced,10765,9094,4.0,Y,No,17,4,3,80,1,11,2,1,6,0,3,1
29,Yes,Travel_Rarely,211.0,Research & Development,4.0,1,Medical,1,757,1,Female,94,3,1,Sales Executive,1,Single,2974,19344,2.0,Y,No,18,3,3,80,0,11,5,3,11,0,2,1
45,No,Travel_Rarely,1112.0,Research & Development,4.0,4,Technical Degree,1,758,2,Male,65,2,4,Sales Executive,2,Married,16457,26230,4.0,Y,Yes,11,3,1,80,2,2,2,2,1,1,1,1
43,No,Travel_Rarely,528.0,Sales,13.0,1,Life Sciences,1,759,1,Female,68,4,3,Laboratory Technician,3,Divorced,10446,21142,0.0,Y,No,17,4,2,80,0,11,3,4,2,2,0,2
41,No,Non-Travel,445.0,Research & Development,6.0,1,Medical,1,760,1,Female,61,3,4,Healthcare Representative,3,Married,16866,21509,2.0,Y,No,19,4,1,80,0,5,3,3,2,2,2,1
48,No,Travel_Frequently,626.0,Research & Development,4.0,3,Medical,1,761,4,Female,92,3,3,Sales Executive,3,Single,11122,7526,0.0,Y,Yes,15,4,1,80,0,4,3,1,0,0,0,0
43,No,Travel_Rarely,149.0,Research & Development,1.0,2,Technical Degree,1,762,3,Female,90,3,2,Healthcare Representative,2,Single,9067,6649,4.0,Y,No,13,3,4,80,1,23,2,4,19,3,7,5
44,No,Travel_Rarely,649.0,Research & Development,7.0,4,Medical,1,763,1,Female,33,4,2,Research Director,4,Divorced,8903,16078,0.0,Y,No,11,3,4,80,0,18,0,2,12,1,1,0
43,No,Travel_Rarely,1268.0,Sales,3.0,4,Marketing,1,764,3,Female,85,2,3,Healthcare Representative,3,Married,9616,9078,4.0,Y,No,11,3,4,80,0,16,2,3,13,1,0,2
40,No,Travel_Rarely,1123.0,Research & Development,1.0,3,Life Sciences,1,765,4,Female,32,2,2,Healthcare Representative,1,Single,8560,5090,2.0,Y,No,16,3,4,80,1,11,3,3,7,1,1,5
21,No,Non-Travel,186.0,Human Resources,8.0,3,Life Sciences,1,766,4,Male,79,4,1,Healthcare Representative,1,Married,8170,24740,2.0,Y,No,14,4,4,80,1,3,6,3,3,3,0,3
38,No,Travel_Rarely,563.0,Sales,3.0,3,Other,1,767,1,Male,53,2,1,Research Scientist,4,Single,5152,10691,2.0,Y,No,14,4,4,80,0,20,3,3,8,0,7,4
32,No,Travel_Frequently,1030.0,Research & Development,1.0,1,Technical Degree,1,768,4,Male,66,4,1,Research Scientist,1,Divorced,6322,22051,0.0,Y,No,21,3,2,80,0,4,3,2,3,3,3,1
25,No,Travel_Frequently,1402.0,Research & Development,,2,Medical,1,769,4,Female,84,3,1,Research Director,4,Single,5947,20315,3.0,Y,Yes,11,3,2,80,1,5,2,3,2,2,2,0
52,No,Travel_Rarely,,Research & Development,1.0,2,Medical,1,770,3,Female,46,4,3,Manufacturing Director,3,Single,11652,5664,1.0,Y,Yes,14,4,4,80,0,10,5,2,6,1,5,0
53,No,Travel_Rarely,1482.0,Research & Development,5.0,1,Medical,1,771,2,Male,39,2,3,Healthcare Representative,4,Single,11435,6768,6.0,Y,Yes,21,3,3,80,0,9,2,3,5,4,0,5
49,No,Travel_Rarely,162.0,Research & Development,11.0,3,Life Sciences,1,772,3,Male,69,4,4,Research Director,4,Married,15285,16652,3.0,Y,No,14,3,4,80,3,16,6,2,15,14,1,3
39,Yes,Travel_Rarely,1373.0,Research & Development,2.0,1,Technical Degree,1,773,2,Male,88,3,3,Research Scientist,4,Married,12473,17629,4.0,Y,No,15,3,3,80,1,7,6,1,2,0,0,2
49,Yes,Travel_Rarely,325.0,Research & Development,1.0,1,Marketing,1,774,4,Female,38,1,2,Research Scientist,4,Married,5466,8992,4.0,Y,No,14,3,2,80,0,3,6,2,1,1,1,1
37,No,Travel_Rarely,1120.0,Research & Development,3.0,3,Medical,1,775,4,Male,57,3,3,Manufacturing Director,3,Married,11545,5914,1.0,Y,Yes,18,4,2,80,1,15,2,3,15,6,4,3
39,Yes,Travel_Rarely,242.0,Sales,1.0,3,Life Sciences,1,776,2,Male,67,2,1,Sales Executive,1,Married,4368,17777,4.0,Y,No,11,3,4,80,1,8,2,4,3,3,3,0
27,No,Travel_Rarely,1484.0,Sales,17.0,2,Life Sciences,1,777,2,Female,45,3,1,Laboratory Technician,4,Single,3995,7974,2.0,Y,No,14,3,3,80,1,9,3,4,9,7,1,2
41,No,Travel_Rarely,401.0,Human Resources,14.0,1,Life Sciences,1,778,4,Female,89,3,1,Manager,3,Single,7032,6417,3.0,Y,No,15,3,2,80,1,6,2,3,5,4,2,5
38,Yes,Non-Travel,616.0,Research & Development,1.0,2,Medical,1,779,3,Male,71,2,1,Manufacturing Director,3,Divorced,3380,11518,3.0,Y,Yes,11,3,3,80,1,4,2,3,4,4,0,0
25,No,Travel_Rarely,989.0,Research & Development,7.0,2,Medical,1,780,3,Male,66,2,1,Research Scientist,3,Single,2189,10858,0.0,Y,No,16,4,3,80,0,6,3,3,3,1,1,3
37,No,Travel_Rarely,172.0,Human Resources,5.0,4,Life Sciences,1,781,4,Female,39,3,2,Healthcare Representative,2,Divorced,9332,12112,1.0,Y,No,18,3,3,80,0,19,3,3,19,5,2,6
36,No,Travel_Rarely,899.0,Sales,3.0,4,Medical,1,782,2,Female,34,3,3,Sales Executive,3,Married,8543,11770,5.0,Y,No,17,3,3,80,0,17,2,2,11,4,4,1
53,No,Travel_Rarely,510.0,Research & Development,16.0,3,Other,1,783,3,Female,41,3,2,Sales Representative,1,Single,4429,16184,5.0,Y,No,21,4,3,80,1,15,2,3,8,8,0,1
45,No,Travel_Rarely,706.0,Research & Development,1.0,3,Life Sciences,1,784,4,Male,32,3,2,Sales Executive,3,Single,9534,15485,3.0,Y,No,13,3,4,80,1,6,3,2,2,1,2,2
37,No,Travel_Rarely,567.0,Research & Development,9.0,4,Medical,1,785,2,Male,67,3,2,Sales Representative,3,Single,8185,3023,1.0,Y,No,17,3,3,80,1,8,1,3,4,2,0,4
39,No,Travel_Rarely,1279.0,Sales,6.0,3,Medical,1,786,2,Male,90,3,3,Laboratory Technician,4,Divorced,11950,8054,3.0,Y,No,17,3,4,80,1,3,3,3,3,3,3,0
37,No,Travel_Rarely,739.0,Research & Development,12.0,2,Life Sciences,1,787,4,Female,83,3,2,Laboratory Technician,3,Married,7103,14660,7.0,Y,No,14,3,4,80,1,19,4,2,19,2,3,3
35,No,Non-Travel,1154.0,Research & Development,3.0,1,Medical,1,788,1,Male,45,3,1,Laboratory Technician,4,Married,2208,20218,4.0,Y,No,19,3,4,80,1,17,5,3,17,0,1,2
27,Yes,Travel_Rarely,160.0,Research & Development,1.0,3,Medical,1,789,1,Male,43,1,1,Sales Executive,4,Married,2565,2847,4.0,Y,Yes,16,4,4,80,0,9,3,2,6,1,2,1
36,No,Travel_Rarely,1055.0,Research & Development,4.0,3,Life Sciences,1,790,3,Female,66,3,3,Laboratory Technician,1,Married,10610,22248,2.0,Y,No,11,3,3,80,3,18,3,4,18,2,4,1
30,No,Travel_Rarely,637.0,Research & Development,22.0,2,Life Sciences,1,791,4,Female,84,2,2,Manager,3,Divorced,5609,4441,2.0,Y,Yes,18,3,3,80,0,4,5,4,2,1,1,0
26,No,Travel_Rarely,938.0,Sales,7.0,2,Technical Degree,1,792,3,Female,84,3,1,Manager,2,Divorced,5252,18032,1.0,Y,No,13,4,3,80,1,8,3,3,7,3,1,1
42,No,Travel_Rarely,1284.0,Research & Development,29.0,2,Life Sciences,1,793,2,Male,66,1,2,Sales Executive,4,Married,7067,7542,1.0,Y,No,14,3,2,80,1,14,4,3,7,4,1,7
41,No,Travel_Rarely,1074.0,Research & Development,1.0,2,Medical,1,794,3,Male,47,1,2,Manufacturing Director,3,Divorced,8233,24585,4.0,Y,Yes,14,3,2,80,1,5,1,1,4,3,4,0
21,No,Non-Travel,595.0,Research & Development,1.0,3,Medical,1,795,3,Male,63,3,1,Manager,1,Divorced,4979,19354,2.0,Y,No,18,3,1,80,1,3,3,3,2,2,2,2
36,Yes,Travel_Frequently,418.0,Sales,17.0,3,Marketing,1,796,4,Male,81,3,1,Manager,2,Married,5396,21781,5.0,Y,No,19,3,4,80,0,14,1,3,12,2,11,4
46,No,Travel_Rarely,1341.0,Research & Development,1.0,3,Marketing,1,797,4,Male,91,3,2,Laboratory Technician,3,Married,8799,22304,4.0,Y,Yes,14,3,1,80,1,20,0,1,11,7,0,0
47,No,Travel_Rarely,464.0,Research & Development,4.0,2,Technical Degree,1,798,2,Male,35,3,4,Sales Executive,1,Single,13680,3190,3.0,Y,No,14,3,3,80,1,8,3,3,3,3,0,3
46,No,Travel_Rarely,151.0,Research & Development,13.0,1,Medical,1,799,4,Male,84,4,2,Research Director,2,Married,8231,23186,2.0,Y,No,11,4,1,80,1,4,2,3,1,1,1,1
37,No,Travel_Frequently,518.0,Sales,5.0,4,Medical,1,800,4,Female,82,3,2,Research Scientist,4,Divorced,8324,4203,3.0,Y,No,12,3,1,80,1,19,2,3,3,3,2,2
29,No,Travel_Rarely,116.0,Sales,4.0,3,Life Sciences,1,801,4,Female,44,1,1,Research Scientist,1,Single,1009,15611,4.0,Y,No,12,3,3,80,0,11,4,3,11,0,1,3
27,No,Travel_Rarely,1137.0,Sales,3.0,1,Life Sciences,1,802,3,Male,34,4,2,Healthcare Representative,4,Divorced,9063,18530,7.0,Y,No,16,3,4,80,1,9,3,2,8,4,3,3
40,No,Travel_Rarely,1344.0,Research & Development,16.0,2,Medical,1,803,1,Male,51,3,2,Research Scientist,3,Divorced,8169,24507,3.0,Y,No,15,3,2,80,0,9,3,2,2,1,1,2
40,No,Travel_Rarely,705.0,Sales,4.0,4,Life Sciences,1,804,3,Male,49,2,3,Manager,2,Single,12115,20072,3.0,Y,Yes,12,3,4,80,1,21,4,3,7,2,2,5
49,No,Travel_Frequently,959.0,Sales,9.0,4,Medical,1,805,3,Male,37,2,3,Sales Executive,1,Married,8783,19825,2.0,Y,Yes,16,3,1,80,0,7,3,2,1,0,0,1
47,No,Travel_Rarely,1442.0,Research & Development,4.0,4,Life Sciences,1,806,3,Male,47,3,3,Healthcare Representative,1,Divorced,10531,26199,4.0,Y,Yes,15,3,3,80,1,12,6,3,7,1,3,2
36,No,Travel_Frequently,1394.0,Research & Development,1.0,3,Life Sciences,1,807,2,Male,43,3,2,Research Director,4,Divorced,5935,2498,5.0,Y,No,11,3,1,80,0,5,2,2,3,2,2,1
26,Yes,Travel_Frequently,158.0,Research & Development,2.0,3,Life Sciences,1,808,1,Female,92,3,1,Human Resources,3,Single,6040,2176,2.0,Y,Yes,19,3,2,80,0,8,1,3,7,0,2,0
34,No,Travel_Rarely,198.0,Research & Development,8.0,3,Marketing,1,809,1,Male,36,2,1,Research Director,2,Married,2170,6832,2.0,Y,No,19,3,1,80,1,16,2,1,7,2,3,6
39,No,Travel_Frequently,637.0,Research & Development,5.0,2,Medical,1,810,2,Female,67,4,3,Sales Representative,4,Married,9428,7995,2.0,Y,No,14,3,1,80,1,3,4,3,1,1,1,1
35,No,Non-Travel,491.0,Research & Development,2.0,3,Marketing,1,811,1,Male,52,3,1,Research Scientist,1,Single,5661,14542,3.0,Y,No,16,3,4,80,1,9,2,3,9,1,2,4
32,No,Travel_Rarely,318.0,Human Resources,13.0,3,Medical,1,812,2,Male,89,3,1,Research Director,1,Married,3567,22808,4.0,Y,No,14,3,3,80,3,6,3,1,4,0,2,2
39,No,Travel_Rarely,313.0,Research & Development,6.0,2,Technical Degree,1,813,1,Male,63,2,2,Research Director,1,Single,6228,11875,0.0,Y,No,11,3,2,80,0,21,3,4,21,0,7,5
32,No,Travel_Rarely,1242.0,Research & Development,19.0,4,Marketing,1,814,2,Male,70,3,1,Laboratory Technician,4,Single,6332,24297,3.0,Y,No,23,4,4,80,0,12,4,3,6,1,3,2
31,No,Travel_Rarely,372.0,Research & Development,2.0,3,Life Sciences,1,815,4,Male,57,4,2,Research Scientist,3,Married,9605,18054,2.0,Y,Yes,18,3,3,80,1,6,4,3,4,4,3,4
40,No,Travel_Rarely,772.0,Research & Development,19.0,1,Other,1,816,3,Female,86,1,2,Sales Executive,3,Married,9199,13660,1.0,Y,No,18,3,2,80,1,6,2,3,2,2,1,2
33,No,Travel_Rarely,164.0,Research & Development,5.0,3,Life Sciences,1,817,2,Male,76,3,1,Laboratory Technician,2,Married,6227,21846,1.0,Y,No,14,3,3,80,0,5,2,2,5,5,2,0
39,No,Travel_Rarely,968.0,Research & Development,24.0,4,Medical,1,818,4,Male,68,3,1,Healthcare Representative,4,Married,4283,14141,2.0,Y,No,19,3,2,80,0,17,3,3,2,2,2,1
39,No,Travel_Rarely,1137.0,Research & Development,13.0,4,Marketing,1,819,3,Male,57,3,2,Research Scientist,4,Married,7531,3157,2.0,Y,No,11,3,4,80,1,13,5,2,7,1,5,2
27,No,Travel_Rarely,937.0,Human Resources,5.0,3,Life Sciences,1,820,1,Male,61,3,1,Research Scientist,3,Single,3533,23353,2.0,Y,Yes,14,3,3,80,1,9,2,3,9,6,1,7
33,No,Travel_Rarely,500.0,Research & Development,8.0,4,Medical,1,821,3,Male,47,3,3,Laboratory Technician,2,Single,11401,5400,0.0,Y,No,18,3,1,80,2,15,3,2,6,1,1,2
50,No,Travel_Rarely,212.0,Human Resources,7.0,4,Life Sciences,1,822,2,Male,76,3,4,Sales Executive,3,Single,13349,13549,2.0,Y,No,13,3,2,80,0,13,2,3,13,4,0,0
27,No,Travel_Rarely,661.0,Sales,1.0,4,Life Sciences,1,823,3,Female,50,2,2,Research Director,2,Single,7120,5975,2.0,Y,Yes,18,3,2,80,0,9,2,3,1,1,1,1
18,Yes,Travel_Frequently,1196.0,Research & Development,1.0,4,Life Sciences,1,824,1,Male,50,4,1,Research Scientist,1,Single,5779,21704,3.0,Y,No,16,4,3,80,1,0,2,3,0,0,0,0
20,No,Travel_Frequently,269.0,Research & Development,8.0,3,Life Sciences,1,825,3,Male,62,3,1,Sales Executive,3,Single,6832,17963,0.0,Y,No,16,3,3,80,0,2,4,2,2,2,2,2
37,Yes,Travel_Rarely,1250.0,Research & Development,12.0,4,Life Sciences,1,826,2,Female,94,2,3,Sales Executive,3,Single,11816,25722,3.0,Y,No,12,3,4,80,1,3,3,2,0,0,0,0
37,No,Travel_Rarely,1377.0,Sales,5.0,3,Medical,1,827,2,Female,60,4,1,Manager,4,Married,7929,23673,1.0,Y,No,16,3,2,80,0,3,3,3,1,1,0,1
36,No,Travel_Rarely,950.0,Research & Development,5.0,4,Medical,1,828,3,Male,93,1,3,Sales Representative,2,Married,9830,8615,3.0,Y,Yes,22,3,2,80,1,14,3,3,8,3,1,5
48,No,Travel_Rarely,1281.0,Research & Development,,2,Medical,1,829,2,Male,66,1,3,Sales Executive,2,Divorced,7791,8383,4.0,Y,No,16,3,1,80,2,17,2,4,5,5,1,4
18,No,Non-Travel,494.0,Sales,2.0,4,Medical,1,830,3,Male,35,4,1,Sales Executive,3,Divorced,5986,8927,3.0,Y,No,17,3,2,80,3,0,2,3,0,0,0,0
41,No,Travel_Frequently,969.0,Research & Development,2.0,4,Life Sciences,1,831,1,Male,70,1,2,Laboratory Technician,4,Married,6510,5924,1.0,Y,No,18,3,3,80,0,2,4,2,0,0,0,0
51,No,Travel_Rarely,1113.0,Sales,1.0,2,Life Sciences,1,832,3,Male,94,2,2,Sales Executive,3,Single,7407,25469,4.0,Y,No,11,3,4,80,0,2,1,3,1,0,1,1
27,No,Travel_Rarely,1100.0,Research & Development,11.0,5,Marketing,1,833,3,Female,91,1,3,Healthcare Representative,3,Married,7914,4153,6.0,Y,No,15,3,4,80,2,4,5,3,2,2,1,2
34,No,Travel_Rarely,1080.0,Sales,5.0,3,Technical Degree,1,834,4,Male,42,4,2,Sales Executive,1,Single,6281,12661,4.0,Y,No,14,4,1,80,1,16,4,3,11,2,1,4
30,No,Travel_Frequently,373.0,Research & Development,2.0,2,Medical,1,835,3,Female,48,1,1,Laboratory Technician,3,Married,1995,9110,2.0,Y,No,11,3,4,80,1,9,3,2,6,0,6,3
29,No,Travel_Rarely,1376.0,Research & Development,2.0,1,Life Sciences,1,836,4,Male,77,3,1,Research Scientist,4,Married,3918,2485,1.0,Y,No,18,3,4,80,1,11,3,3,5,1,1,5
34,No,Travel_Rarely,1054.0,Sales,4.0,4,Marketing,1,837,2,Female,60,2,2,Laboratory Technician,1,Married,7189,22784,2.0,Y,Yes,12,3,1,80,0,10,4,3,0,0,0,0
50,No,Travel_Rarely,265.0,Research & Development,5.0,3,Technical Degree,1,838,4,Female,87,3,3,Laboratory Technician,3,Single,11261,14608,2.0,Y,No,17,3,4,80,0,4,0,2,3,2,3,1
54,No,Travel_Frequently,995.0,Sales,10.0,2,Medical,1,839,3,Male,66,3,4,Sales Executive,1,Married,16531,23952,2.0,Y,Yes,12,3,4,80,2,10,3,3,7,1,2,2
34,No,Travel_Rarely,1372.0,Sales,8.0,3,Life Sciences,1,840,2,Male,46,4,2,Research Scientist,2,Divorced,9118,17454,1.0,Y,Yes,22,3,4,80,1,16,2,3,10,8,10,8
54,No,Travel_Rarely,135.0,Research & Development,1.0,3,Life Sciences,1,841,4,Male,53,3,3,Sales Executive,4,Married,8180,14444,3.0,Y,No,14,3,3,80,1,8,3,3,6,6,1,3
37,No,Travel_Rarely,1341.0,Research & Development,1.0,3,Medical,1,842,4,Female,37,4,1,Sales Executive,3,Married,5794,8189,1.0,Y,No,22,3,2,80,2,19,3,3,3,2,1,1
53,No,Travel_Frequently,563.0,Sales,3.0,4,Technical Degree,1,843,4,Male,50,3,4,Human Resources,1,Married,14501,16817,2.0,Y,No,14,3,4,80,0,20,2,3,14,1,1,1
36,No,Travel_Rarely,517.0,Research & Development,6.0,3,Medical,1,844,2,Male,82,3,1,Research Scientist,3,Single,4523,20210,1.0,Y,No,15,3,3,80,2,2,2,3,0,0,0,0
38,Yes,Travel_Rarely,783.0,Sales,11.0,4,Life Sciences,1,845,3,Male,45,2,2,Research Scientist,1,Married,7859,2788,2.0,Y,Yes,21,3,4,80,0,7,3,3,6,0,2,2
40,No,Travel_Rarely,1102.0,Research & Development,1.0,3,Medical,1,846,2,Female,60,3,2,Sales Executive,2,Married,8268,7895,6.0,Y,No,12,3,1,80,2,22,6,3,5,3,3,0
60,No,Travel_Rarely,245.0,Sales,1.0,5,Marketing,1,847,3,Male,42,3,5,Healthcare Representative,4,Single,16254,11101,3.0,Y,No,15,3,2,80,0,11,3,3,5,4,1,4
45,No,Travel_Rarely,470.0,Research & Development,,2,Medical,1,848,3,Male,64,3,4,Research Director,2,Married,13971,5073,2.0,Y,Yes,17,4,4,80,0,5,3,3,3,0,3,3
31,No,Travel_Rarely,1230.0,Sales,5.0,2,Marketing,1,849,2,Female,97,1,1,Healthcare Representative,3,Divorced,6831,4191,0.0,Y,No,16,3,3,80,1,6,6,3,4,4,0,1
46,No,Travel_Rarely,430.0,Research & Development,3.0,1,Life Sciences,1,850,1,Male,83,3,4,Manufacturing Director,3,Married,13032,8304,3.0,Y,Yes,15,3,3,80,2,3,4,2,3,2,3,3
34,Yes,Travel_Rarely,590.0,Research & Development,7.0,3,Life Sciences,1,851,4,Female,83,3,1,Manager,4,Married,2846,10583,4.0,Y,No,15,3,3,80,1,10,3,2,2,2,2,0
33,No,Travel_Rarely,998.0,Human Resources,16.0,3,Medical,1,852,1,Male,47,3,2,Research Scientist,1,Married,7788,15391,1.0,Y,No,18,3,4,80,1,6,2,3,3,3,3,1
45,No,Travel_Rarely,452.0,Human Resources,1.0,4,Medical,1,853,2,Male,51,4,2,Manager,3,Married,5864,22356,2.0,Y,No,16,3,3,80,3,18,3,3,11,7,3,11
37,No,Non-Travel,171.0,Research & Development,13.0,3,Other,1,854,2,Female,36,2,3,Manager,1,Married,7998,23407,4.0,Y,No,18,3,2,80,1,5,2,3,3,2,3,3
40,No,Travel_Rarely,838.0,Sales,2.0,1,Medical,1,855,3,Female,94,2,2,Sales Executive,1,Single,7279,11596,2.0,Y,No,16,3,3,80,2,8,4,2,5,4,1,0
37,No,Travel_Frequently,236.0,Research & Development,22.0,3,Life Sciences,1,856,2,Female,97,2,2,Laboratory Technician,2,Married,10507,15277,1.0,Y,No,17,3,3,80,0,4,2,3,2,1,1,2
40,No,Travel_Rarely,641.0,Research & Development,1.0,5,Life Sciences,1,857,4,Male,53,3,1,Research Scientist,4,Married,4630,2446,5.0,Y,No,19,3,4,80,0,0,3,2,0,0,0,0
41,No,Travel_Rarely,1024.0,Research & Development,3.0,2,Medical,1,858,2,Male,78,3,2,Sales Executive,1,Single,8221,23237,2.0,Y,No,14,3,3,80,0,3,5,2,2,0,2,2
20,No,Travel_Rarely,1135.0,Research & Development,14.0,2,Life Sciences,1,859,1,Male,44,4,1,Manager,4,Divorced,1009,7939,2.0,Y,Yes,19,3,3,80,3,2,3,3,1,1,1,1
43,No,Travel_Rarely,1431.0,Research & Development,1.0,2,Medical,1,860,2,Male,75,4,2,Sales Executive,3,Single,8688,3692,3.0,Y,No,14,3,1,80,0,7,2,3,3,0,2,2
28,No,Travel_Rarely,1319.0,Research & Development,18.0,3,Life Sciences,1,861,2,Male,36,3,2,Healthcare Representative,4,Married,8068,17097,5.0,Y,No,11,3,1,80,0,9,0,2,0,0,0,0
24,No,Travel_Frequently,149.0,Research & Development,2.0,2,Life Sciences,1,862,3,Male,53,3,1,Human Resources,2,Married,3503,11373,0.0,Y,No,14,3,2,80,0,6,3,2,6,1,2,6
36,No,Travel_Rarely,781.0,Sales,1.0,3,Medical,1,863,2,Male,57,3,1,Laboratory Technician,2,Married,5024,12332,3.0,Y,No,12,3,3,80,0,7,2,3,6,0,1,3
38,No,Travel_Rarely,134.0,Sales,10.0,3,Life Sciences,1,864,4,Male,99,4,3,Research Scientist,4,Married,11406,12932,0.0,Y,Yes,16,3,4,80,1,6,0,3,3,2,1,1
31,No,Travel_Rarely,1221.0,Sales,7.0,3,Medical,1,865,3,Male,62,3,1,Manufacturing Director,2,Divorced,2792,17736,0.0,Y,Yes,14,4,4,80,0,0,2,3,0,0,0,0
44,No,Travel_Rarely,206.0,Research & Development,9.0,3,Medical,1,866,2,Male,45,2,3,Manager,3,Married,11697,22060,4.0,Y,No,15,3,3,80,2,12,3,3,10,3,0,0
25,No,Travel_Rarely,1187.0,Sales,3.0,1,Medical,1,867,2,Female,33,4,1,Research Scientist,4,Married,6854,16333,3.0,Y,No,19,3,4,80,2,7,3,3,7,1,1,0
33,No,Travel_Rarely,104.0,Research & Development,1.0,4,Medical,1,868,3,Female,42,3,2,Research Scientist,3,Married,7489,17302,1.0,Y,No,20,3,3,80,1,13,2,2,3,3,3,2
